price|quantity|type|timestamp
4642000|3.20571464|0|2024-04-27 17:44:39
4640000|3.901|0|2024-04-27 17:44:39
4651000|2.10514533|1|2024-04-27 17:44:45
4652000|0.3985342|1|2024-04-27 17:44:45
4653000|1.28040531|1|2024-04-27 17:44:45
4654000|6.01013629|1|2024-04-27 17:44:45
4655000|5.80172273|1|2024-04-27 17:44:45
4650000|13.0714098|0|2024-04-27 17:44:45
4649000|0.97708496|0|2024-04-27 17:44:45
4647000|1.294|0|2024-04-27 17:44:45
4645000|1.324|0|2024-04-27 17:44:45
4644000|8.93852169|0|2024-04-27 17:44:45
4652000|0.2630822|1|2024-04-27 17:44:51
4653000|1.13966257|1|2024-04-27 17:44:51
4654000|6.01013629|1|2024-04-27 17:44:51
4655000|8.46222147|1|2024-04-27 17:44:51
4656000|0.34994127|1|2024-04-27 17:44:51
4650000|13.01216461|0|2024-04-27 17:44:51
4649000|2.05258506|0|2024-04-27 17:44:51
4647000|1.294|0|2024-04-27 17:44:51
4645000|1.324|0|2024-04-27 17:44:51
4644000|7.5559421|0|2024-04-27 17:44:51
4654000|6.00814339|1|2024-04-27 17:44:57
4655000|5.04281479|1|2024-04-27 17:44:57
4656000|0.44892659|1|2024-04-27 17:44:57
4657000|1.59888404|1|2024-04-27 17:44:57
4658000|2.12157804|1|2024-04-27 17:44:57
4653000|1.21899705|0|2024-04-27 17:44:57
4652000|3.79593114|0|2024-04-27 17:44:57
4651000|3.69787835|0|2024-04-27 17:44:57
4650000|13.01216461|0|2024-04-27 17:44:57
4649000|3.33258506|0|2024-04-27 17:44:57
4657000|0.40541746|1|2024-04-27 17:45:03
4658000|1.82357804|1|2024-04-27 17:45:03
4659000|6.2446581|1|2024-04-27 17:45:03
4660000|11.2220107|1|2024-04-27 17:45:03
4661000|0.3150763|1|2024-04-27 17:45:03
4656000|0.26052426|0|2024-04-27 17:45:03
4655000|1.16663429|0|2024-04-27 17:45:03
4654000|3.93214855|0|2024-04-27 17:45:03
4653000|2.74715198|0|2024-04-27 17:45:03
4652000|3.79593114|0|2024-04-27 17:45:03
4656000|0.93384665|1|2024-04-27 17:45:09
4657000|0.40075015|1|2024-04-27 17:45:09
4658000|1.9206988|1|2024-04-27 17:45:09
4659000|8.68823115|1|2024-04-27 17:45:09
4660000|11.2220107|1|2024-04-27 17:45:09
4655000|0.38601989|0|2024-04-27 17:45:09
4654000|0.18867194|0|2024-04-27 17:45:09
4653000|4.04515198|0|2024-04-27 17:45:09
4652000|1.3322|0|2024-04-27 17:45:09
4651000|2.37327835|0|2024-04-27 17:45:09
4655000|1.362|1|2024-04-27 17:45:15
4656000|4.90886473|1|2024-04-27 17:45:15
4658000|5.15663367|1|2024-04-27 17:45:15
4659000|7.3806581|1|2024-04-27 17:45:15
